t	rsl
273.375	-101.271
273.5	-101.209
273.625	-100.959
273.75	-100.523
273.875	-100.135
274	-99.954
274.125	-99.964
274.25	-100.078
274.375	-100.183
274.5	-100.19
274.625	-100.118
274.75	-100.091
274.875	-100.191
275	-100.322
275.125	-100.302
275.25	-100.078
275.375	-99.711
275.5	-99.268
275.625	-98.864
275.75	-98.663
275.875	-98.697
276	-98.776
276.125	-98.632
276.25	-98.182
276.375	-97.627
276.5	-97.249
276.625	-97.125
276.75	-97.064
276.875	-96.824
277	-96.262
277.125	-95.306
277.25	-94.045
277.375	-92.85
277.5	-92.095
277.625	-91.783
277.75	-91.689
277.875	-91.69
278	-91.715
278.125	-91.611
278.25	-91.17
278.375	-90.31
278.5	-89.272
278.625	-88.432
278.75	-87.943
278.875	-87.658
279	-87.265
279.125	-86.636
279.25	-85.987
279.375	-85.561
279.5	-85.356
279.625	-85.227
279.75	-85.076
279.875	-84.904
280	-84.701
280.125	-84.381
280.25	-83.855
280.375	-83.108
280.5	-82.268
280.625	-81.574
280.75	-81.126
280.875	-80.753
281	-80.272
281.125	-79.728
281.25	-79.271
281.375	-78.979
281.5	-78.84
281.625	-78.851
281.75	-79.027
281.875	-79.254
282	-79.296
282.125	-78.989
282.25	-78.273
282.375	-77.264
282.5	-76.269
282.625	-75.471
282.75	-74.876
282.875	-74.511
283	-74.258
283.125	-73.719
283.25	-72.619
283.375	-71.177
283.5	-69.883
283.625	-69.015
283.75	-68.456
283.875	-67.873
284	-67.086
284.125	-66.185
284.25	-65.299
284.375	-64.477
284.5	-63.735
284.625	-62.969
284.75	-61.977
284.875	-60.673
285	-59.185
285.125	-57.861
285.25	-57.177
285.375	-57.224
285.5	-57.406
285.625	-57.039
285.75	-56.303
285.875	-55.939
286	-56.025
286.125	-55.94
286.25	-55.201
286.375	-53.859
286.5	-52.477
286.625	-51.593
286.75	-51.078
286.875	-50.46
287	-49.609
287.125	-48.789
287.25	-48.278
287.375	-48.051
287.5	-47.795
287.625	-47.266
287.75	-46.607
287.875	-46.119
288	-45.839
288.125	-45.648
288.25	-45.467
288.375	-45.116
288.5	-44.54
288.625	-44.047
288.75	-43.825
288.875	-43.578
289	-42.995
289.125	-42.273
289.25	-41.8
289.375	-41.493
289.5	-40.938
289.625	-40.089
289.75	-39.376
289.875	-39.122
290	-39.226
290.125	-39.491
290.25	-39.878
290.375	-40.267
290.5	-40.276
290.625	-39.681
290.75	-38.873
290.875	-38.5
291	-38.718
291.125	-39.042
291.25	-38.919
291.375	-38.266
291.5	-37.408
291.625	-36.778
291.75	-36.727
291.875	-37.217
292	-37.834
292.125	-38.299
292.25	-38.589
292.375	-38.606
292.5	-38.364
292.625	-38.195
292.75	-38.302
292.875	-38.551
293	-38.908
293.125	-39.561
293.25	-40.563
293.375	-41.954
293.5	-43.985
293.625	-46.501
293.75	-48.733
293.875	-50.22
294	-51.294
294.125	-52.304
294.25	-52.968
294.375	-53.039
294.5	-52.975
294.625	-53.371
294.75	-54.29
294.875	-55.429
295	-56.598
295.125	-57.859
295.25	-59.027
295.375	-59.581
295.5	-59.383
295.625	-58.877
295.75	-58.676
295.875	-59.196
296	-60.396
296.125	-61.725
296.25	-62.525
296.375	-62.718
296.5	-62.826
296.625	-63.216
296.75	-63.645
296.875	-63.7
297	-63.433
297.125	-63.267
297.25	-63.331
297.375	-63.278
297.5	-62.925
297.625	-62.626
297.75	-62.783
297.875	-63.363
298	-64.034
298.125	-64.51
298.25	-64.711
298.375	-64.709
298.5	-64.616
298.625	-64.557
298.75	-64.583
298.875	-64.61
299	-64.549
299.125	-64.448
299.25	-64.394
299.375	-64.397
299.5	-64.349
299.625	-64.062
299.75	-63.484
299.875	-62.824
300	-62.227
300.125	-61.484
300.25	-60.488
300.375	-59.681
300.5	-59.556
300.625	-60.032
300.75	-60.592
300.875	-60.795
301	-60.542
301.125	-60.046
301.25	-59.592
301.375	-59.27
301.5	-58.999
301.625	-58.778
301.75	-58.744
301.875	-58.955
302	-59.237
302.125	-59.353
302.25	-59.239
302.375	-58.945
302.5	-58.519
302.625	-58.011
302.75	-57.525
302.875	-57.2
303	-57.035
303.125	-56.786
303.25	-56.237
303.375	-55.523
303.5	-54.958
303.625	-54.581
303.75	-54.214
303.875	-53.846
304	-53.637
304.125	-53.647
304.25	-53.789
304.375	-53.979
304.5	-54.131
304.625	-54.076
304.75	-53.717
304.875	-53.169
305	-52.582
305.125	-51.991
305.25	-51.421
305.375	-51.009
305.5	-50.893
305.625	-51.012
305.75	-51.156
305.875	-51.182
306	-51.103
306.125	-51.021
306.25	-50.975
306.375	-50.894
306.5	-50.773
306.625	-50.694
306.75	-50.659
306.875	-50.633
307	-50.701
307.125	-50.942
307.25	-51.215
307.375	-51.318
307.5	-51.268
307.625	-51.256
307.75	-51.412
307.875	-51.8
308	-52.354
308.125	-52.673
308.25	-52.367
308.375	-51.712
308.5	-51.342
308.625	-51.311
308.75	-51.112
308.875	-50.507
309	-49.791
309.125	-49.339
309.25	-49.182
309.375	-49.109
309.5	-49.073
309.625	-49.154
309.75	-49.149
309.875	-48.716
310	-47.883
310.125	-47.083
310.25	-46.667
310.375	-46.564
310.5	-46.603
310.625	-46.819
310.75	-47.145
310.875	-47.254
311	-46.95
311.125	-46.286
311.25	-45.363
311.375	-44.352
311.5	-43.508
311.625	-42.954
311.75	-42.592
311.875	-42.259
312	-41.828
312.125	-41.282
312.25	-40.823
312.375	-40.731
312.5	-41.011
312.625	-41.308
312.75	-41.312
312.875	-41.017
313	-40.573
313.125	-40.09
313.25	-39.627
313.375	-39.244
313.5	-38.999
313.625	-38.905
313.75	-38.914
313.875	-38.932
314	-38.844
314.125	-38.622
314.25	-38.343
314.375	-38.102
314.5	-38.035
314.625	-38.274
314.75	-38.666
314.875	-38.792
315	-38.47
315.125	-37.977
315.25	-37.67
315.375	-37.614
315.5	-37.654
315.625	-37.694
315.75	-37.782
315.875	-37.944
316	-38.159
316.125	-38.479
316.25	-38.867
316.375	-39.005
316.5	-38.638
316.625	-37.981
316.75	-37.532
316.875	-37.556
317	-37.978
317.125	-38.676
317.25	-39.534
317.375	-40.303
317.5	-40.75
317.625	-40.902
317.75	-40.959
317.875	-41.164
318	-41.711
318.125	-42.388
318.25	-42.749
318.375	-42.877
318.5	-43.231
318.625	-43.901
318.75	-44.679
318.875	-45.442
319	-46.113
319.125	-46.447
319.25	-46.027
319.375	-44.98
319.5	-44.381
319.625	-44.744
319.75	-44.881
319.875	-43.492
320	-41.009
320.125	-38.751
320.25	-37.202
320.375	-36.158
320.5	-35.525
320.625	-35.201
320.75	-34.955
320.875	-34.679
321	-34.405
321.125	-34.109
321.25	-33.727
321.375	-33.323
321.5	-33.056
321.625	-32.997
321.75	-33.077
321.875	-33.14
322	-33.031
322.125	-32.712
322.25	-32.321
322.375	-32.055
322.5	-31.99
322.625	-32.04
322.75	-32.018
322.875	-31.745
323	-31.208
323.125	-30.575
323.25	-30.015
323.375	-29.474
323.5	-28.797
323.625	-28.092
323.75	-27.699
323.875	-27.75
324	-28.008
324.125	-28.029
324.25	-27.437
324.375	-26.307
324.5	-25.136
324.625	-24.282
324.75	-23.745
324.875	-23.414
325	-23.22
325.125	-23.09
325.25	-22.849
325.375	-22.317
325.5	-21.495
325.625	-20.506
325.75	-19.449
325.875	-18.319
326	-17.042
326.125	-15.732
326.25	-14.748
326.375	-14.371
326.5	-14.443
326.625	-14.388
326.75	-13.859
326.875	-13.17
327	-12.726
327.125	-12.599
327.25	-12.681
327.375	-12.771
327.5	-12.616
327.625	-12.106
327.75	-11.376
327.875	-10.721
328	-10.418
328.125	-10.537
328.25	-10.877
328.375	-11.189
328.5	-11.421
328.625	-11.621
328.75	-11.757
328.875	-11.79
329	-11.875
329.125	-12.181
329.25	-12.601
329.375	-12.907
329.5	-12.967
329.625	-12.804
329.75	-12.61
329.875	-12.595
330	-12.784
330.125	-12.929
330.25	-12.749
330.375	-12.406
330.5	-12.363
330.625	-12.686
330.75	-13.037
330.875	-13.141
331	-13.048
331.125	-13.065
331.25	-13.427
331.375	-14.064
331.5	-14.703
331.625	-15.139
331.75	-15.393
331.875	-15.59
332	-15.811
332.125	-16.144
332.25	-16.719
332.375	-17.531
332.5	-18.419
332.625	-19.271
332.75	-19.968
332.875	-20.171
333	-19.624
333.125	-18.581
333.25	-17.845
333.375	-18.9
333.5	-23.837
333.625	-33.709
333.75	-46.351
333.875	-57.764
334	-65.852
334.125	-70.526
334.25	-72.425
334.375	-73.34
334.5	-75.194
334.625	-78.18
334.75	-81.104
334.875	-82.973
335	-83.777
335.125	-84.135
335.25	-84.486
335.375	-84.877
335.5	-85.218
335.625	-85.395
335.75	-85.431
335.875	-85.645
336	-86.309
336.125	-87.174
336.25	-87.7
336.375	-87.801
336.5	-87.975
336.625	-88.602
336.75	-89.51
336.875	-90.33
337	-90.919
337.125	-91.364
337.25	-91.835
337.375	-92.414
337.5	-93.001
337.625	-93.471
337.75	-93.902
337.875	-94.474
338	-95.241
338.125	-96.132
338.25	-97.002
338.375	-97.758
338.5	-98.536
338.625	-99.574
338.75	-100.998
338.875	-102.794
339	-104.668
339.125	-106.05
339.25	-106.572
339.375	-106.364
339.5	-105.885
339.625	-105.594
339.75	-105.673
339.875	-105.954
340	-106.165
340.125	-106.286
340.25	-106.489
340.375	-106.872
340.5	-107.359
340.625	-107.755
340.75	-107.974
340.875	-108.016
341	-107.795
341.125	-107.352
341.25	-106.951
341.375	-106.723
341.5	-106.577
341.625	-106.472
341.75	-106.442
341.875	-106.446
342	-106.389
342.125	-106.279
342.25	-106.227
342.375	-106.26
342.5	-106.305
342.625	-106.319
342.75	-106.289
342.875	-106.176
343	-105.94
343.125	-105.624
343.25	-105.371
343.375	-105.279
343.5	-105.243
343.625	-105.059
343.75	-104.693
343.875	-104.238
344	-103.729
344.125	-103.19
344.25	-102.67
344.375	-102.115
344.5	-101.358
344.625	-100.34
344.75	-99.214
344.875	-98.108
345	-96.952
345.125	-95.507
345.25	-93.695
345.375	-91.945
345.5	-90.795
345.625	-90.217
345.75	-89.767
345.875	-89.145
346	-88.382
346.125	-87.706
346.25	-87.34
346.375	-87.276
346.5	-87.28
346.625	-87.195
346.75	-87.033
346.875	-86.778
347	-86.422
347.125	-86.099
347.25	-85.929
347.375	-85.864
347.5	-85.713
347.625	-85.27
347.75	-84.599
347.875	-84.084
348	-83.956
348.125	-84.031
348.25	-84.085
348.375	-84.151
348.5	-84.288
348.625	-84.336
348.75	-84.12
348.875	-83.733
349	-83.441
349.125	-83.409
349.25	-83.537
349.375	-83.596
349.5	-83.531
349.625	-83.409
349.75	-83.232
349.875	-83.046
350	-82.976
350.125	-83.113
350.25	-83.451
350.375	-83.852
350.5	-84.146
350.625	-84.283
350.75	-84.324
350.875	-84.333
351	-84.34
351.125	-84.369
351.25	-84.45
351.375	-84.591
351.5	-84.755
351.625	-84.921
351.75	-85.119
351.875	-85.368
352	-85.663
352.125	-85.962
352.25	-86.19
352.375	-86.341
352.5	-86.52
352.625	-86.856
352.75	-87.367
352.875	-87.917
353	-88.312
353.125	-88.408
353.25	-88.216
353.375	-87.957
353.5	-87.885
353.625	-88.017
353.75	-88.184
353.875	-88.259
354	-88.234
354.125	-88.212
354.25	-88.409
354.375	-88.994
354.5	-89.825
354.625	-90.521
354.75	-90.867
354.875	-90.962
355	-90.958
355.125	-90.861
355.25	-90.686
355.375	-90.591
355.5	-90.753
355.625	-91.192
355.75	-91.728
355.875	-92.194
356	-92.577
356.125	-92.815
356.25	-92.833
356.375	-92.716
356.5	-92.528
356.625	-92.239
356.75	-91.96
356.875	-91.884
357	-92.009
357.125	-92.139
357.25	-92.09
357.375	-91.772
357.5	-91.209
357.625	-90.558
357.75	-89.999
357.875	-89.591
358	-89.337
358.125	-89.265
358.25	-89.342
358.375	-89.454
358.5	-89.53
358.625	-89.619
358.75	-89.731
358.875	-89.639
359	-89.082
359.125	-88.128
359.25	-87.133
359.375	-86.46
359.5	-86.278
359.625	-86.439
359.75	-86.587
359.875	-86.4
360	-85.791
360.125	-85.06
360.25	-84.565
360.375	-84.232
360.5	-83.71
360.625	-82.766
360.75	-81.464
360.875	-80.215
361	-79.462
361.125	-79.21
361.25	-79.194
361.375	-79.28
361.5	-79.375
361.625	-79.251
361.75	-78.779
361.875	-78.208
362	-77.93
362.125	-77.92
362.25	-77.779
362.375	-77.315
362.5	-76.675
362.625	-76.01
362.75	-75.355
362.875	-74.77
363	-74.344
363.125	-74.063
363.25	-73.783
363.375	-73.436
363.5	-73.163
363.625	-73.127
363.75	-73.27
363.875	-73.337
364	-73.147
364.125	-72.8
364.25	-72.517
364.375	-72.375
364.5	-72.299
364.625	-72.182
364.75	-71.96
364.875	-71.656
365	-71.333
365.125	-71.01
365.25	-70.699
365.375	-70.444
365.5	-70.232
365.625	-70.012
365.75	-69.815
365.875	-69.733
366	-69.745
366.125	-69.726
366.25	-69.552
366.375	-69.173
366.5	-68.657
366.625	-68.126
366.75	-67.666
366.875	-67.338
367	-67.137
367.125	-66.923
367.25	-66.598
367.375	-66.316
367.5	-66.256
367.625	-66.31
367.75	-66.246
367.875	-66.048
368	-65.908
368.125	-65.86
368.25	-65.731
368.375	-65.484
368.5	-65.343
368.625	-65.439
368.75	-65.549
368.875	-65.332
369	-64.712
369.125	-63.894
369.25	-63.135
369.375	-62.581
369.5	-62.195
369.625	-61.87
369.75	-61.605
369.875	-61.402
370	-61.184
370.125	-60.98
370.25	-60.853
370.375	-60.615
370.5	-60.101
370.625	-59.658
370.75	-59.827
370.875	-60.523
371	-61.111
371.125	-61.207
371.25	-60.777
371.375	-59.768
371.5	-58.288
371.625	-56.927
371.75	-56.412
371.875	-56.926
372	-57.892
372.125	-58.495
372.25	-58.468
372.375	-58.261
372.5	-58.382
372.625	-58.789
372.75	-59.014
372.875	-58.765
373	-58.248
373.125	-57.79
373.25	-57.357
373.375	-56.718
373.5	-55.926
373.625	-55.298
373.75	-55.036
373.875	-55.172
374	-55.766
374.125	-56.791
374.25	-57.908
374.375	-58.682
374.5	-58.931
374.625	-58.648
374.75	-57.985
374.875	-57.297
375	-56.832
375.125	-56.594
375.25	-56.499
375.375	-56.317
375.5	-55.824
375.625	-55.195
375.75	-54.771
375.875	-54.638
376	-54.797
376.125	-55.311
376.25	-56.034
376.375	-56.543
376.5	-56.546
376.625	-56.126
376.75	-55.541
376.875	-54.985
377	-54.466
377.125	-53.979
377.25	-53.678
377.375	-53.601
377.5	-53.507
377.625	-53.074
377.75	-52.238
377.875	-51.405
378	-51.06
378.125	-51.211
378.25	-51.474
378.375	-51.602
378.5	-51.611
378.625	-51.515
378.75	-51.283
378.875	-51.01
379	-50.856
379.125	-50.82
379.25	-50.678
379.375	-50.269
379.5	-49.779
379.625	-49.452
379.75	-49.246
379.875	-48.939
380	-48.387
380.125	-47.643
380.25	-46.843
380.375	-46.082
380.5	-45.503
380.625	-45.329
380.75	-45.573
380.875	-45.848
381	-45.653
381.125	-44.827
381.25	-43.831
381.375	-43.37
381.5	-43.582
381.625	-43.975
381.75	-44.13
381.875	-44.093
382	-44.069
382.125	-44.111
382.25	-44.174
382.375	-44.155
382.5	-43.959
382.625	-43.678
382.75	-43.438
382.875	-43.237
383	-43.162
383.125	-43.364
383.25	-43.709
383.375	-43.868
383.5	-43.742
383.625	-43.583
383.75	-43.688
383.875	-44.034
384	-44.289
384.125	-44.13
384.25	-43.602
384.375	-43.055
384.5	-42.637
384.625	-42.294
384.75	-42.189
384.875	-42.433
385	-42.76
385.125	-42.869
385.25	-42.687
385.375	-42.357
385.5	-42.127
385.625	-41.942
385.75	-41.405
385.875	-40.485
386	-39.725
386.125	-39.547
386.25	-39.837
386.375	-40.206
386.5	-40.388
386.625	-40.383
386.75	-40.281
386.875	-40.071
387	-39.706
387.125	-39.256
387.25	-38.868
387.375	-38.709
387.5	-38.988
387.625	-39.651
387.75	-40.183
387.875	-40.256
388	-40.273
388.125	-40.769
388.25	-41.617
388.375	-42.171
388.5	-42.103
388.625	-41.801
388.75	-41.773
388.875	-42
389	-42.098
389.125	-41.85
389.25	-41.376
389.375	-40.972
389.5	-40.912
389.625	-41.204
389.75	-41.509
389.875	-41.568
390	-41.577
390.125	-41.697
390.25	-41.648
390.375	-41.23
390.5	-40.678
390.625	-40.35
390.75	-40.341
390.875	-40.486
391	-40.643
391.125	-40.803
391.25	-40.991
391.375	-41.176
391.5	-41.236
391.625	-41.127
391.75	-40.969
391.875	-40.868
392	-40.812
392.125	-40.746
392.25	-40.649
392.375	-40.51
392.5	-40.26
392.625	-39.865
392.75	-39.447
392.875	-39.199
393	-39.236
393.125	-39.42
393.25	-39.416
393.375	-39.02
393.5	-38.258
393.625	-37.341
393.75	-36.609
393.875	-36.299
394	-36.342
394.125	-36.413
394.25	-36.225
394.375	-35.773
394.5	-35.316
394.625	-35.078
394.75	-34.985
394.875	-34.85
395	-34.642
395.125	-34.372
395.25	-33.99
395.375	-33.492
395.5	-32.964
395.625	-32.54
395.75	-32.328
395.875	-32.333
396	-32.388
396.125	-32.281
396.25	-32.089
396.375	-32.068
396.5	-32.229
396.625	-32.362
396.75	-32.296
396.875	-32.008
397	-31.596
397.125	-31.155
397.25	-30.689
397.375	-30.139
397.5	-29.538
397.625	-29.027
397.75	-28.697
397.875	-28.536
398	-28.452
398.125	-28.264
398.25	-27.801
398.375	-26.995
398.5	-25.868
398.625	-24.557
398.75	-23.336
398.875	-22.466
399	-21.866
399.125	-21.226
399.25	-20.585
399.375	-20.29
399.5	-20.437
399.625	-20.83
399.75	-21.083
399.875	-20.713
400	-19.722
400.125	-18.774
400.25	-18.236
400.375	-17.766
400.5	-17.125
400.625	-16.491
400.75	-16.052
400.875	-15.857
401	-15.842
401.125	-15.802
401.25	-15.488
401.375	-14.833
401.5	-13.987
401.625	-12.999
401.75	-11.826
401.875	-10.632
402	-9.573
402.125	-8.633
402.25	-7.976
402.375	-7.861
402.5	-8.179
402.625	-8.562
402.75	-8.776
402.875	-8.744
403	-8.381
403.125	-7.71
403.25	-7.012
403.375	-6.677
403.5	-6.771
403.625	-6.921
403.75	-6.844
403.875	-6.681
404	-6.63
404.125	-6.652
404.25	-6.659
404.375	-6.663
404.5	-6.673
404.625	-6.67
404.75	-6.693
404.875	-6.752
405	-6.796
405.125	-6.778
405.25	-6.654
405.375	-6.396
405.5	-6.11
405.625	-6.024
405.75	-6.274
405.875	-6.811
406	-7.461
406.125	-7.988
406.25	-8.368
406.375	-8.891
406.5	-9.606
406.625	-10.053
406.75	-9.973
406.875	-9.737
407	-9.823
407.125	-10.261
407.25	-10.721
407.375	-10.916
407.5	-10.853
407.625	-10.785
407.75	-10.898
407.875	-11.091
408	-11.205
408.125	-11.285
408.25	-11.51
408.375	-11.902
408.5	-12.282
408.625	-12.583
408.75	-12.932
408.875	-13.408
409	-13.986
409.125	-14.545
409.25	-14.877
409.375	-14.875
409.5	-14.647
409.625	-14.367
409.75	-14.127
409.875	-13.963
410	-13.899
410.125	-13.921
410.25	-13.976
410.375	-14.004
410.5	-14.029
410.625	-14.113
410.75	-14.231
410.875	-14.335
411	-14.45
411.125	-14.625
411.25	-14.871
411.375	-15.178
411.5	-15.538
411.625	-15.941
411.75	-16.369
411.875	-16.724
412	-16.878
412.125	-16.883
412.25	-16.983
412.375	-17.411
412.5	-18.113
412.625	-18.749
412.75	-19.15
412.875	-19.514
413	-19.99
413.125	-20.401
413.25	-20.498
413.375	-20.223
413.5	-19.74
413.625	-19.373
413.75	-19.341
413.875	-19.563
414	-19.782
414.125	-19.796
414.25	-19.586
414.375	-19.266
414.5	-18.975
414.625	-18.885
414.75	-19.054
414.875	-19.315
415	-19.539
415.125	-19.73
415.25	-19.841
415.375	-19.793
415.5	-19.56
415.625	-19.151
415.75	-18.717
415.875	-18.509
416	-18.591
416.125	-18.831
416.25	-19.135
416.375	-19.548
416.5	-20.143
416.625	-20.845
416.75	-21.414
416.875	-21.712
417	-21.812
417.125	-21.846
417.25	-21.913
417.375	-22.109
417.5	-22.5
417.625	-23.044
417.75	-23.648
417.875	-24.207
418	-24.556
418.125	-24.6
418.25	-24.518
418.375	-24.571
418.5	-24.754
418.625	-24.945
418.75	-25.191
418.875	-25.52
419	-25.848
419.125	-26.227
419.25	-26.736
419.375	-27.312
419.5	-27.88
419.625	-28.417
419.75	-28.927
419.875	-29.485
420	-30.153
420.125	-30.912
420.25	-31.668
420.375	-32.277
420.5	-32.652
420.625	-32.819
420.75	-32.816
420.875	-32.647
421	-32.454
421.125	-32.507
421.25	-32.971
421.375	-33.789
421.5	-34.709
421.625	-35.443
421.75	-35.936
421.875	-36.315
422	-36.628
422.125	-36.844
422.25	-36.971
422.375	-37.06
422.5	-37.259
422.625	-37.753
422.75	-38.523
422.875	-39.349
423	-40.068
423.125	-40.687
423.25	-41.34
423.375	-42.242
423.5	-43.426
423.625	-44.614
423.75	-45.622
423.875	-46.569
424	-47.57
424.125	-48.516
424.25	-49.202
424.375	-49.549
424.5	-49.675
424.625	-49.772
424.75	-49.912
424.875	-50.074
425	-50.386
425.125	-51.017
425.25	-51.778
425.375	-52.208
425.5	-52.164
425.625	-51.939
425.75	-51.725
425.875	-51.489
426	-51.389
426.125	-51.671
426.25	-52.211
426.375	-52.686
426.5	-52.95
426.625	-52.989
426.75	-52.859
426.875	-52.737
427	-52.71
427.125	-52.6
427.25	-52.261
427.375	-51.813
427.5	-51.412
427.625	-51.029
427.75	-50.686
427.875	-50.789
428	-51.708
428.125	-52.972
428.25	-53.665
428.375	-53.637
428.5	-53.451
428.625	-53.348
428.75	-53.053
428.875	-52.571
429	-52.537
429.125	-54.212
429.25	-59.887
429.375	-71.098
429.5	-84.99
429.625	-95.974
429.75	-101.796
429.875	-104.36
430	-105.686
430.125	-106.14
430.25	-105.738
430.375	-105.103
430.5	-104.975
430.625	-105.597
430.75	-106.666
430.875	-107.652
431	-108.23
431.125	-108.498
431.25	-108.725
431.375	-109.025
431.5	-109.385
431.625	-109.85
431.75	-110.476
431.875	-111.181
432	-111.775
432.125	-112.139
432.25	-112.325
432.375	-112.484
432.5	-112.749
432.625	-113.163
432.75	-113.706
432.875	-114.326
433	-114.924
433.125	-115.387
433.25	-115.661
433.375	-115.761
433.5	-115.752
433.625	-115.734
433.75	-115.814
433.875	-116.004
434	-116.189
434.125	-116.291
434.25	-116.325
434.375	-116.332
434.5	-116.333
434.625	-116.333
434.75	-116.333
434.875	-116.333
435	-116.333
435.125	-116.333
435.25	-116.333
435.375	-116.333
435.5	-116.333
435.625	-116.333
435.75	-116.332
435.875	-116.325
436	-116.29
436.125	-116.182
436.25	-115.968
436.375	-115.699
436.5	-115.484
436.625	-115.368
436.75	-115.298
436.875	-115.182
437	-114.96
437.125	-114.656
437.25	-114.334
437.375	-114.018
437.5	-113.742
437.625	-113.594
437.75	-113.591
437.875	-113.61
438	-113.548
438.125	-113.434
438.25	-113.325
438.375	-113.188
438.5	-112.961
438.625	-112.656
438.75	-112.333
438.875	-112.01
439	-111.699
439.125	-111.443
439.25	-111.225
439.375	-110.976
439.5	-110.699
439.625	-110.477
439.75	-110.333
439.875	-110.189
440	-109.961
440.125	-109.655
440.25	-109.326
440.375	-108.975
440.5	-108.591
440.625	-108.229
440.75	-107.964
440.875	-107.804
441	-107.742
441.125	-107.807
441.25	-107.961
441.375	-108.037
441.5	-107.917
441.625	-107.639
441.75	-107.282
441.875	-106.825
442	-106.233
442.125	-105.637
442.25	-105.259
442.375	-105.17
442.5	-105.234
442.625	-105.3
442.75	-105.326
442.875	-105.332
443	-105.333
443.125	-105.333
443.25	-105.334
443.375	-105.341
443.5	-105.376
443.625	-105.485
443.75	-105.699
443.875	-105.968
444	-106.183
444.125	-106.299
444.25	-106.368
444.375	-106.484
444.5	-106.699
444.625	-106.969
444.75	-107.19
444.875	-107.332
445	-107.469
445.125	-107.663
445.25	-107.859
445.375	-107.968
445.5	-108.022
445.625	-108.111
445.75	-108.224
445.875	-108.298
446	-108.326
446.125	-108.333
446.25	-108.341
446.375	-108.377
446.5	-108.493
446.625	-108.742
446.75	-109.119
446.875	-109.548
447	-109.925
447.125	-110.174
447.25	-110.29
447.375	-110.333
447.5	-110.375
447.625	-110.485
447.75	-110.7
447.875	-110.976
448	-111.225
448.125	-111.442
448.25	-111.691
448.375	-111.967
448.5	-112.182
448.625	-112.29
448.75	-112.325
448.875	-112.333
449	-112.341
449.125	-112.376
449.25	-112.485
449.375	-112.699
449.5	-112.969
449.625	-113.191
449.75	-113.341
449.875	-113.519
450	-113.849
450.125	-114.333
450.25	-114.816
450.375	-115.138
450.5	-115.274
450.625	-115.282
450.75	-115.189
450.875	-115.012
451	-114.858
451.125	-114.893
451.25	-115.162
451.375	-115.555
451.5	-115.918
451.625	-116.13
451.75	-116.131
451.875	-115.926
452	-115.597
452.125	-115.306
452.25	-115.224
452.375	-115.383
452.5	-115.638
452.625	-115.836
452.75	-115.918
452.875	-115.85
453	-115.663
453.125	-115.477
453.25	-115.376
453.375	-115.347
453.5	-115.36
453.625	-115.391
453.75	-115.354
453.875	-115.086
454	-114.548
454.125	-113.958
454.25	-113.561
454.375	-113.384
454.5	-113.309
454.625	-113.233
454.75	-113.155
454.875	-113.179
455	-113.359
455.125	-113.555
455.25	-113.565
455.375	-113.358
455.5	-113.183
455.625	-113.396
455.75	-113.938
455.875	-114.224
456	-113.86
456.125	-113.122
456.25	-112.525
456.375	-112.194
456.5	-111.915
456.625	-111.551
456.75	-111.152
456.875	-110.842
457	-110.664
457.125	-110.496
457.25	-110.197
457.375	-109.842
457.5	-109.619
457.625	-109.546
457.75	-109.409
457.875	-108.988
458	-108.282
458.125	-107.469
458.25	-106.714
458.375	-106.062
458.5	-105.529
458.625	-105.182
458.75	-105.011
458.875	-104.86
459	-104.622
459.125	-104.326
459.25	-104.01
459.375	-103.707
459.5	-103.485
459.625	-103.369
459.75	-103.306
459.875	-103.218
460	-103.076
460.125	-102.913
460.25	-102.753
460.375	-102.582
460.5	-102.407
460.625	-102.217
460.75	-101.967
460.875	-101.657
461	-101.333
461.125	-101.01
461.25	-100.699
461.375	-100.444
461.5	-100.232
461.625	-100.01
461.75	-99.799
461.875	-99.648
462	-99.451
462.125	-99.038
462.25	-98.434
462.375	-97.834
462.5	-97.34
462.625	-96.868
462.75	-96.342
462.875	-95.847
463	-95.497
463.125	-95.23
463.25	-94.83
463.375	-94.21
463.5	-93.642
463.625	-93.454
463.75	-93.562
463.875	-93.614
464	-93.347
464.125	-92.671
464.25	-91.741
464.375	-90.933
464.5	-90.535
464.625	-90.501
464.75	-90.581
464.875	-90.543
465	-90.217
465.125	-89.678
465.25	-89.293
465.375	-89.236
465.5	-89.303
465.625	-89.354
465.75	-89.46
465.875	-89.587
466	-89.555
466.125	-89.264
466.25	-88.827
466.375	-88.477
466.5	-88.259
466.625	-88.075
466.75	-88.05
466.875	-88.371
467	-88.854
467.125	-89.118
467.25	-89.038
467.375	-88.758
467.5	-88.481
467.625	-88.418
467.75	-88.648
467.875	-88.958
468	-89.076
468.125	-88.939
468.25	-88.659
468.375	-88.359
468.5	-88.09
468.625	-87.899
468.75	-87.908
468.875	-88.13
469	-88.247
469.125	-88.036
469.25	-87.777
469.375	-87.658
469.5	-87.425
469.625	-86.894
469.75	-86.207
469.875	-85.653
470	-85.34
470.125	-85.05
470.25	-84.568
470.375	-83.984
470.5	-83.501
470.625	-83.229
470.75	-83.084
470.875	-82.781
471	-82.17
471.125	-81.478
471.25	-81.101
471.375	-81.155
471.5	-81.312
471.625	-81.196
471.75	-80.784
471.875	-80.332
472	-79.971
472.125	-79.501
472.25	-78.886
472.375	-78.538
472.5	-78.667
472.625	-79.008
472.75	-79.301
472.875	-79.432
473	-79.346
473.125	-79.036
