t	rsl
473.25	-78.464
473.375	-77.674
473.5	-76.921
473.625	-76.63
473.75	-77.081
473.875	-77.852
474	-78.201
474.125	-77.979
474.25	-77.423
474.375	-76.675
474.5	-75.962
474.625	-75.56
474.75	-75.364
474.875	-74.99
475	-74.367
475.125	-73.84
475.25	-73.684
475.375	-73.879
475.5	-74.273
475.625	-74.648
475.75	-74.62
475.875	-73.925
476	-72.873
476.125	-72.03
476.25	-71.662
476.375	-71.632
476.5	-71.591
476.625	-71.357
476.75	-70.923
476.875	-70.13
477	-68.897
477.125	-67.509
477.25	-66.352
477.375	-65.51
477.5	-64.756
477.625	-63.834
477.75	-62.716
477.875	-61.788
478	-61.501
478.125	-61.704
478.25	-61.816
478.375	-61.424
478.5	-60.487
478.625	-59.23
478.75	-57.749
478.875	-55.859
479	-53.888
479.125	-52.87
479.25	-53.12
479.375	-53.738
479.5	-53.796
479.625	-52.988
479.75	-51.438
479.875	-49.469
480	-47.505
480.125	-46.003
480.25	-44.977
480.375	-44.109
480.5	-43.495
480.625	-43.206
480.75	-42.776
480.875	-41.749
481	-39.957
481.125	-37.653
481.25	-35.677
481.375	-34.827
481.5	-35.104
481.625	-35.746
481.75	-35.873
481.875	-35.362
482	-34.843
482.125	-34.571
482.25	-34.104
482.375	-33.105
482.5	-31.595
482.625	-29.864
482.75	-28.376
482.875	-27.556
483	-27.541
483.125	-27.657
483.25	-26.862
483.375	-25.285
483.5	-24.157
483.625	-24.072
483.75	-24.412
483.875	-24.451
484	-24.109
484.125	-23.517
484.25	-22.616
484.375	-21.529
484.5	-20.621
484.625	-20.043
484.75	-19.648
484.875	-19.307
485	-19.071
485.125	-19.242
485.25	-20.011
485.375	-20.905
485.5	-21.304
485.625	-21.134
485.75	-20.687
485.875	-20.434
486	-20.817
486.125	-21.913
486.25	-23.351
486.375	-24.576
486.5	-25.357
486.625	-25.911
486.75	-26.642
486.875	-27.871
487	-29.27
487.125	-30.074
487.25	-30.232
487.375	-30.288
487.5	-30.565
487.625	-31.229
487.75	-32.257
487.875	-33.179
488	-33.621
488.125	-33.897
488.25	-34.503
488.375	-35.438
488.5	-36.336
488.625	-36.966
488.75	-37.344
488.875	-37.448
489	-37.218
489.125	-36.943
489.25	-37.092
489.375	-37.657
489.5	-38.245
489.625	-38.754
489.75	-39.354
489.875	-39.933
490	-40.13
490.125	-39.906
490.25	-39.664
490.375	-39.76
490.5	-40.133
490.625	-40.435
490.75	-40.417
490.875	-40.146
491	-39.944
491.125	-40.051
491.25	-40.355
491.375	-40.624
491.5	-40.855
491.625	-41.195
491.75	-41.558
491.875	-41.627
492	-41.387
