-140000.0 -130.0
-138000.0 -102.0
-136000.0 -84.6
-135500.0 -55.0
-135000.0 -52.5
-134000.0 -50.0
-130500.0 -69.0
-129500.0 -68.0
-128500.0 0.0
-128000.0 4.0
-127000.0 2.0
-119000.0 2.0
-116000.0 -28.0
-114000.0 -50.0
-113000.0 -60.0
-112500.0 -61.0
-112000.0 -60.0
-111000.0 -50.0
-107600.0 -20.0
-107000.0 -18.0801
-106500.0 -20.0
-104000.0 -48.5
-103500.0 -52.5
-103000.0 -54.0
-102500.0 -53.0
-100600.0 -38.8
-100000.0 -37.28
-99500.0 -38.0
-95000.0 -54.0
-94500.0 -55.1
-94000.0 -56.0
-93600.0 -54.0
-90600.0 -31.22
-90500.0 -31.5
-90000.0 -31.2
-89000.0 -31.8
-86700.0 -33.0
-86000.0 -33.0
-84600.0 -26.0
-84000.0 -24.95
-83800.0 -26.0
-82000.0 -38.0
-81000.0 -45.5
-80500.0 -49.0
-80000.0 -50.0
-79500.0 -49.0
-78500.0 -46.3
-77800.0 -46.0
-77700.0 -46.3
-76200.0 -64.0
-76000.0 -65.0
-75600.0 -64.0
-72000.0 -44.0
-71500.0 -42.2
-71200.0 -41.62
-70700.0 -42.0
-69600.0 -66.0
-68000.0 -70.0
-66000.0 -72.0
-65000.0 -72.5
-63000.0 -72.0
-61500.0 -67.0
-60300.0 -51.0
-60000.0 -50.5
-59800.0 -50.5
-59500.0 -51.0
-58000.0 -58.5
-57000.0 -61.0
-55000.0 -62.5
-54000.0 -62.0
-53500.0 -61.0
-52300.0 -45.2
-52000.0 -44.5
-51800.0 -45.2
-51000.0 -53.0
-50500.0 -53.5
-50000.0 -50.0
-49700.0 -45.5
-49500.0 -45.0
-49000.0 -45.5
-47500.0 -64.5
-47000.0 -68.4
-46500.0 -69.2
-46000.0 -69.0
-44800.0 -55.6
-44500.0 -54.5
-44100.0 -55.6
-43000.0 -70.0
-42000.0 -73.0
-41000.0 -74.0
-40000.0 -74.5
-39000.0 -74.0
-38500.0 -73.0
-37500.0 -66.0
-37000.0 -64.5
-36600.0 -66.0
-36000.0 -70.5
-35000.0 -74.0
-34000.0 -75.0
-33000.0 -74.0
-32000.0 -66.8
-31800.0 -66.7
-31000.0 -70.0
-30800.0 -76.0
-30300.0 -100.0
-30000.0 -107.0
-29500.0 -113.0
-29000.0 -116.0
-28000.0 -119.0
-27000.0 -120.0
-22000.0 -120.0
-20000.0 -120.0
-13000.0 -63.75
-12650.0 -57.0025
-12600.0 -60.21
-12300.0 -55.805
-12250.0 -54.2625
-11350.0 -47.0475
-11300.0 -45.805
-10750.0 -42.0375
-10600.0 -38.06
-10600.0 -38.76
-10600.0 -39.31
-10200.0 -37.42
-10200.0 -33.07
-10050.0 -32.5925
-9900.0 -29.815
-9800.0 -28.48
-9800.0 -29.68
-9600.0 -25.36
-9600.0 -26.76
-9500.0 -23.525
-9200.0 -21.17
-8750.0 -16.1875
-8550.0 -13.8675
-8500.0 -15.725
-8450.0 -14.0325
-8300.0 -11.755
-8150.0 -10.6275
-7950.0 -8.7575
-7900.0 -9.165
-7750.0 -7.4375
-7650.0 -7.2525
-7600.0 -7.01
-7600.0 -6.66
-7550.0 -5.8675
-7450.0 -6.0825
-7250.0 -3.0625
-7250.0 -3.9625
-7250.0 -4.0625
-7100.0 -2.25
-7000.0 -1.5
-6600.0 -0.65
-6600.0 -0.65
-6500.0 -0.15
-6450.0 -0.15
-6400.0 -0.15
-6100.0 0.15
-5100.0 0.0
-4150.0 0.0
-3660.0 0.0
-2600.0 0.0
-2550.0 0.0
-2550.0 0.0
-2350.0 0.0
-0.0 0.0
